name,ecosystem,purl,owner,owner_kind,owner_name,repository_url,description,latest_version,versions_count,first_release_at,latest_release_at,downloads,downloads_period,dependent_packages_count,dependent_repos_count,forks_count,open_issues_count,archived,fork,repo_size,total_committers,active_maintainer_count,dds,has_security_md,has_code_of_conduct,has_contributing,governance_files_count,advisory_count,max_cvss_score,max_epss_percentage,licenses,rankings_average,criticality,support_tier,health,substitutability,risk
ezimuel/ringphp,packagist,pkg:composer/ezimuel/ringphp,ezimuel,user,Enrico Zimuel,https://github.com/ezimuel/ringphp,Fork of guzzle/RingPHP (abandoned) to be used with elasticsearch-php,1.4.1,18,2014-10-13T00:59:38.000Z,2026-02-11T16:42:15.000Z,113359248,total,14,1374,14,0,False,True,560,,0,,False,False,False,0,0,,,MIT,1.1474639018662078,0.8344,bernies,0.3538,0.561,0.5392
prelude-ls,npm,pkg:npm/prelude-ls,gkz,,,https://github.com/gkz/prelude-ls,"prelude.ls is a functionally oriented utility library. It is powerful and flexible. Almost all of its functions are curried. It is written in, and is the recommended base library for, LiveScript.",1.2.1,14,2012-05-29T01:19:17.563Z,2020-04-02T22:53:40.710Z,506389485,last-month,1547,1488726,58,30,False,False,808,13,0,0.2284263959390863,False,False,False,0,0,,,MIT,1.1487071308659094,0.8343,sole_maintainer,0.0571,0.6532,0.7867
gaxios,npm,pkg:npm/gaxios,googleapis,organization,Google APIs,https://github.com/googleapis/google-cloud-node-core,A simple common HTTP client specifically for Google APIs and services.,7.1.4,92,2018-11-10T23:19:19.993Z,2026-03-02T18:03:03.730Z,209407466,last-month,131,150668,59,9,False,False,1188,37,1,0.8039647577092511,True,True,True,3,0,,,Apache-2.0,1.1495285295538913,0.8342,commercial,0.7675,0.5019,0.194
jsonc-parser,npm,pkg:npm/jsonc-parser,microsoft,organization,Microsoft,https://github.com/microsoft/node-jsonc-parser,Scanner and parser for JSON with comments.,3.3.1,38,2016-04-18T12:47:35.022Z,2024-06-24T21:12:45.445Z,164929892,last-month,782,356275,62,24,False,False,2124,21,0,0.26277372262773724,True,False,False,1,0,,,MIT,1.1492045342885655,0.8342,commercial,0.2417,0.5904,0.6326
aws-sdk-lightsail,rubygems,pkg:gem/aws-sdk-lightsail,aws,organization,Amazon Web Services,https://github.com/aws/aws-sdk-ruby,Official AWS Ruby gem for Amazon Lightsail. This gem is part of the AWS SDK for Ruby.,1.129.0,141,2016-12-10T05:43:45.019Z,2026-05-13T20:24:24.099Z,88482171,total,3,1338,1224,23,False,False,571555,250,0,0.5592684268426842,False,True,True,2,0,,,Apache-2.0,1.1492586686886483,0.8342,commercial,0.5561,0.8091,0.3703
rand_pcg,cargo,pkg:cargo/rand_pcg,rust-random,organization,rust-random,https://github.com/rust-random/rngs,Selected PCG random number generators,0.10.2,20,2018-10-04T09:46:15.905Z,2026-04-11T13:36:48.925Z,117532342,total,213,21574,421,63,False,False,4701,288,7,0.7485988791032826,True,False,False,1,0,,,MIT OR Apache-2.0,1.1494131281573894,0.8342,foundation,0.7627,0.5704,0.198
xorg-libx11,conda,pkg:conda/xorg-libx11?repository_url=https://conda-forge.org,,,,,,1.7.2,12,2022-10-03T15:56:53.578Z,2021-06-06T23:05:24.000Z,51053507,total,94,373,,,False,False,,,0,,False,False,False,0,0,,,MIT,1.1504866483653606,0.8341,sole_maintainer,0.125,0.0964,0.7298
neo-async,npm,pkg:npm/neo-async,suguru03,,,https://github.com/suguru03/neo-async,"Neo-Async is a drop-in replacement for Async, it almost fully covers its functionality and runs faster ",2.6.2,77,2014-11-23T16:55:32.074Z,2020-07-09T18:23:53.065Z,225246525,last-month,1383,1452098,36,15,False,False,3953,,0,,False,False,False,0,0,,,MIT,1.1512854109275532,0.834,sole_maintainer,0.125,0.6357,0.7298
flask-caching,pypi,pkg:pypi/flask-caching,pallets-eco,organization,Pallets Ecosystem,https://github.com/pallets-eco/flask-caching,Adds caching support to Flask applications.,2.4.0,29,2016-07-04T22:18:16.000Z,2026-04-17T20:27:22.000Z,13575283,last-month,55,1397,189,65,False,False,1068,114,1,0.7562604340567612,False,False,True,1,0,,,BSD-3-Clause,1.1517676718006704,0.834,foundation,0.5994,0.5664,0.3341
wrapt,pypi,pkg:pypi/wrapt,GrahamDumpleton,user,Graham Dumpleton,https://github.com/GrahamDumpleton/wrapt,"Module for decorators, wrappers and monkey patching.",2.1.2,91,2023-08-17T20:57:16.667Z,2026-03-06T02:52:40.000Z,395210538,last-month,693,123582,231,60,False,False,975,27,0,0.13628899835796382,False,False,False,0,0,,,BSD-2-Clause,1.1517338063035385,0.834,sole_maintainer,0.268,0.3653,0.6105
prometheus-client,rubygems,pkg:gem/prometheus-client,prometheus,organization,Prometheus,https://github.com/prometheus/client_ruby,A suite of instrumentation metric primitivesthat can be exposed through a web services interface.,4.2.5,31,2013-11-05T11:55:53.536Z,2025-07-05T22:51:05.034Z,60776661,total,70,861,153,19,False,False,564,54,1,0.6804123711340206,True,True,True,3,0,,,Apache-2.0,1.1525909807368835,0.8339,foundation,0.6819,0.608,0.2653
aws-sdk-wafregional,rubygems,pkg:gem/aws-sdk-wafregional,aws,organization,Amazon Web Services,https://github.com/aws/aws-sdk-ruby,Official AWS Ruby gem for AWS WAF Regional (WAF Regional). This gem is part of the AWS SDK for Ruby.,1.93.0,107,2016-12-10T05:43:25.302Z,2026-05-13T20:47:44.075Z,84814571,total,3,1337,1224,23,False,False,571555,250,0,0.5592684268426842,False,True,True,2,0,,,Apache-2.0,1.1524180149641507,0.8339,commercial,0.5561,0.8091,0.3702
bytes,cargo,pkg:cargo/bytes,tokio-rs,organization,Tokio,https://github.com/tokio-rs/bytes,Types and traits for working with bytes,1.11.1,57,2015-01-30T08:04:59.465Z,2026-02-03T14:10:43.302Z,717690936,total,6245,57682,332,85,False,False,2396,120,2,0.6227897838899803,True,False,False,1,1,5.5,0.00019,MIT,1.1528217569248056,0.8339,foundation,0.6327,0.6369,0.3063
kernel32-sys,cargo,pkg:cargo/kernel32-sys,retep998,user,Peter Atashian,https://github.com/retep998/winapi-rs,Contains function definitions for the Windows API library kernel32. See winapi for types and constants.,0.2.2,20,2015-01-18T12:13:37.281Z,2016-04-16T05:05:30.825Z,35367780,total,230,28060,392,277,False,False,25489,166,0,0.5249169435215947,False,False,True,1,0,,,MIT,1.1524691401557627,0.8339,sole_maintainer,0.2146,0.7336,0.6549
find-up,npm,pkg:npm/find-up,sindresorhus,user,Sindre Sorhus,https://github.com/sindresorhus/find-up,Find a file or directory by walking up parent directories,8.0.0,16,2015-09-01T07:15:16.509Z,2025-09-16T01:13:57.112Z,1086951397,last-month,5094,1124485,48,1,False,False,95,16,0,0.32352941176470584,True,False,False,1,0,,,MIT,1.1519469064993504,0.8339,sole_maintainer,0.3591,0.4825,0.5344
indicatif,cargo,pkg:cargo/indicatif,console-rs,organization,console-rs,https://github.com/console-rs/indicatif,A progress bar and cli reporting library for Rust,0.18.4,54,2017-04-26T12:41:07.759Z,2026-02-14T19:38:50.101Z,152192765,total,1630,5263,277,96,False,False,2222,129,2,0.7006711409395974,False,False,False,0,0,,,MIT,1.15293929584782,0.8338,foundation,0.5714,0.5746,0.3574
@webassemblyjs/wast-printer,npm,pkg:npm/%40webassemblyjs/wast-printer,xtuc,user,Sven Sauleau,https://github.com/xtuc/webassemblyjs,WebAssembly text format printer,1.14.1,88,2018-02-25T19:13:33.712Z,2024-11-06T21:53:38.592Z,166989393,last-month,17,1625131,91,84,False,False,6910,42,0,0.3008849557522124,True,False,True,2,0,,,MIT,1.1531473713213936,0.8338,sole_maintainer,0.3653,0.5915,0.5292
temp,npm,pkg:npm/temp,bruce,user,Bruce Williams,https://github.com/bruce/node-temp,Temporary files and directories,0.9.4,16,2010-11-09T23:36:39.000Z,2020-11-10T01:40:37.134Z,37988937,last-month,3073,507440,66,8,False,False,219,,0,,False,False,False,0,0,,,MIT,1.1535988227404432,0.8338,sole_maintainer,0.125,0.6147,0.7296
github.com/Azure/go-autorest/autorest/to,go,pkg:golang/github.com/%21azure/go-autorest/autorest/to,Azure,organization,Microsoft Azure,https://github.com/Azure/go-autorest,Package to provides helpers to ease working with pointer values of marshalled structures.,v0.4.1,5,2019-04-19T20:58:17.000Z,2025-01-28T16:29:15.000Z,,,4571,20675,177,2,True,False,4626,78,2,0.577922077922078,True,False,False,1,0,,,Apache-2.0,1.153930203121837,0.8337,bernies,0.05,0.5483,0.792
aws-sdk-health,rubygems,pkg:gem/aws-sdk-health,aws,organization,Amazon Web Services,https://github.com/aws/aws-sdk-ruby,Official AWS Ruby gem for AWS Health APIs and Notifications (AWSHealth). This gem is part of the AWS SDK for Ruby.,1.98.0,112,2016-12-10T05:44:11.975Z,2026-05-13T20:10:44.095Z,85672551,total,3,1335,1238,24,False,False,613917,250,3,0.5592684268426842,False,True,True,2,0,,,Apache-2.0,1.1548339856454173,0.8337,commercial,0.8061,0.812,0.1617
aws-sdk-glacier,rubygems,pkg:gem/aws-sdk-glacier,aws,organization,Amazon Web Services,https://github.com/aws/aws-sdk-ruby,Official AWS Ruby gem for Amazon Glacier. This gem is part of the AWS SDK for Ruby.,1.92.0,105,2016-12-05T23:23:46.504Z,2026-05-13T20:09:54.069Z,85737134,total,3,1339,1238,24,False,False,613917,250,3,0.5592684268426842,False,True,True,2,0,,,Apache-2.0,1.1544622978482992,0.8337,commercial,0.8061,0.8123,0.1617
org.springframework.boot:spring-boot-starter-mustache,maven,pkg:maven/org.springframework.boot/spring-boot-starter-mustache,spring-projects,organization,Spring,https://github.com/spring-projects/spring-boot,Starter for using Mustache,4.0.6,268,2015-02-27T00:05:19.000Z,2026-04-23T15:18:43.000Z,,,81,6499,41594,554,False,False,207662,1434,11,0.8287955699123212,False,False,True,1,0,,,"Apache License, Version 2.0",1.1557265368277632,0.8336,commercial,0.7855,0.8259,0.1788
hosted-git-info,npm,pkg:npm/hosted-git-info,npm,organization,npm,https://github.com/npm/hosted-git-info,"Provides metadata and conversions from repository urls for GitHub, Bitbucket and GitLab",10.1.0,76,2014-10-09T18:34:13.442Z,2026-05-11T16:22:27.791Z,359430519,last-month,1640,1281325,91,4,False,False,720,32,0,0.8023255813953488,True,True,True,3,1,5.3,0.00554,ISC,1.1574274352439706,0.8334,commercial,0.6997,0.5902,0.2503
aws-sdk-cognitosync,rubygems,pkg:gem/aws-sdk-cognitosync,aws,organization,Amazon Web Services,https://github.com/aws/aws-sdk-ruby,Official AWS Ruby gem for Amazon Cognito Sync. This gem is part of the AWS SDK for Ruby.,1.81.0,94,2016-12-05T23:21:34.962Z,2026-05-13T19:54:14.102Z,84416747,total,3,1337,1224,23,False,False,571555,250,0,0.5592684268426842,False,True,True,2,0,,,Apache-2.0,1.1568782685295658,0.8334,commercial,0.5561,0.8094,0.3699
greenlet,pypi,pkg:pypi/greenlet,python-greenlet,organization,python-greenlet,https://github.com/python-greenlet/greenlet,Lightweight in-process concurrent programming,3.5.0,63,2006-01-10T03:14:36.000Z,2026-04-27T12:20:55.000Z,413841213,last-month,515,68235,239,31,False,False,1778,65,0,0.5936708860759494,False,False,False,0,0,,,MIT AND PSF-2.0,1.158214525247597,0.8333,foundation,0.3943,0.7207,0.5047
libxcb,conda,pkg:conda/libxcb?repository_url=https://conda-forge.org,,,,,,1.13,2,2022-10-03T15:46:26.050Z,2022-10-03T15:46:26.050Z,67995662,total,40,1182,,,False,False,,,0,,False,False,False,0,0,,,MIT,1.1604691789368604,0.8331,sole_maintainer,0.125,0.0964,0.729
@xmldom/xmldom,npm,pkg:npm/%40xmldom/xmldom,xmldom,organization,xmldom,https://github.com/xmldom/xmldom,A pure JavaScript W3C standard-based (XML DOM Level 2 Core) DOMParser and XMLSerializer module.,0.9.10,50,2021-08-19T19:35:11.460Z,2026-04-18T11:34:10.031Z,119434519,last-month,605,85555,86,24,False,False,3708,58,2,0.5769230769230769,True,False,False,1,8,9.8,0.01245,MIT,1.1611696628876107,0.833,foundation,0.638,0.4756,0.3015
aws-sdk-mediaconvert,rubygems,pkg:gem/aws-sdk-mediaconvert,aws,organization,Amazon Web Services,https://github.com/aws/aws-sdk-ruby,Official AWS Ruby gem for AWS Elemental MediaConvert (MediaConvert). This gem is part of the AWS SDK for Ruby.,1.184.0,185,2017-11-27T11:08:40.015Z,2026-05-13T20:20:14.087Z,91236145,total,3,1300,1224,23,False,False,571555,250,0,0.5592684268426842,False,True,True,2,0,,,Apache-2.0,1.1610597562471427,0.833,commercial,0.5561,0.7834,0.3698
nopt,npm,pkg:npm/nopt,npm,,,https://github.com/npm/nopt,"Option parsing for Node, supporting types, shorthands, etc. Used by npm.",9.0.0,37,2011-03-30T03:23:56.092Z,2025-10-22T15:27:15.422Z,274048083,last-month,1897,3268107,46,13,False,False,393,26,1,0.6585365853658536,True,True,True,3,0,,,ISC,1.1613564404472332,0.833,commercial,0.7012,0.6558,0.2489
github.com/Azure/go-autorest/autorest/azure/auth,go,pkg:golang/github.com/%21azure/go-autorest/autorest/azure/auth,Azure,organization,Microsoft Azure,https://github.com/Azure/go-autorest,,v0.5.13,20,2019-04-19T22:40:52.000Z,2024-05-30T14:04:49.000Z,,,3669,14046,177,2,True,False,4626,78,2,0.577922077922078,True,False,False,1,0,,,Apache-2.0,1.1615703844913645,0.833,bernies,0.05,0.5483,0.7913
rmagick,rubygems,pkg:gem/rmagick,rmagick,organization,rmagick,https://github.com/rmagick/rmagick,RMagick is an interface between Ruby and ImageMagick.,7.0.0,111,2009-07-25T17:57:38.000Z,2026-05-02T17:42:19.205Z,53921233,total,652,17453,140,4,False,False,13237,63,1,0.443923945990631,False,True,True,2,1,5.3,0.00032,MIT,1.162081897689217,0.8329,foundation,0.608,0.8004,0.3265
wai-logger,hackage,pkg:hackage/wai-logger,,,,,,2.5.0,38,2011-08-18T08:14:04.000Z,2024-10-11T08:25:29.000Z,134176,total,11,507,,,False,False,,,0,,False,False,False,0,0,,,BSD-3-Clause,1.1627578411980786,0.8329,sole_maintainer,0.2424,0.3931,0.631
hamlet,hackage,pkg:hackage/hamlet,,,,,,1.2.0,86,2010-04-20T20:05:30.000Z,2014-03-30T06:14:54.000Z,102674,total,10,480,,,False,False,,,0,,False,False,False,0,0,,,MIT,1.1627578411980786,0.8329,sole_maintainer,0.125,0.4,0.7288
github.com/Azure/go-autorest/autorest/azure/cli,go,pkg:golang/github.com/%21azure/go-autorest/autorest/azure/cli,Azure,organization,Microsoft Azure,https://github.com/Azure/go-autorest,,v0.4.7,12,2019-04-19T21:52:51.000Z,2025-01-28T16:29:15.000Z,,,2771,14741,177,2,True,False,4626,78,2,0.577922077922078,True,False,False,1,0,,,Apache-2.0,1.1634255721346178,0.8328,bernies,0.05,0.5483,0.7912
backports,rubygems,pkg:gem/backports,marcandre,user,Marc-André Lafortune,https://github.com/marcandre/backports,Essential backports that enable many of the nice features of Ruby for earlier versions.,3.25.3,142,2009-07-25T18:31:50.000Z,2025-12-15T19:50:26.190Z,148855729,total,158,43955,53,5,False,False,1146,29,0,0.0786026200873362,True,False,False,1,0,,,MIT,1.1633828049791297,0.8328,sole_maintainer,0.3186,0.6989,0.5675
github.com/andybalholm/cascadia,go,pkg:golang/github.com/andybalholm/cascadia,andybalholm,user,Andy Balholm,https://github.com/andybalholm/cascadia,Package cascadia is an implementation of CSS selectors.,v1.3.3,7,2018-02-20T18:43:36.000Z,2024-12-19T18:31:02.000Z,,,5935,19289,66,1,False,False,90,16,0,0.4084507042253521,False,False,False,0,0,,,BSD-2-Clause,1.1633270734091241,0.8328,sole_maintainer,0.2353,0.4144,0.6368
aws-sdk-medialive,rubygems,pkg:gem/aws-sdk-medialive,aws,organization,Amazon Web Services,https://github.com/aws/aws-sdk-ruby,Official AWS Ruby gem for AWS Elemental MediaLive (MediaLive). This gem is part of the AWS SDK for Ruby.,1.185.0,187,2017-11-27T11:09:11.681Z,2026-05-13T20:20:34.109Z,86028159,total,3,1305,1224,23,False,False,571555,250,0,0.5592684268426842,False,True,True,2,0,,,Apache-2.0,1.1635686488776886,0.8328,commercial,0.5561,0.7834,0.3697
faraday-http-cache,rubygems,pkg:gem/faraday-http-cache,sourcelevel,organization,SourceLevel,https://github.com/plataformatec/faraday-http-cache,Middleware to handle HTTP caching,2.7.0,28,2012-11-26T12:35:54.353Z,2026-04-14T00:23:03.266Z,132041817,total,296,3605,96,6,False,False,477,41,0,0.3739837398373984,False,False,True,1,0,,,Apache-2.0,1.1633828049791297,0.8328,foundation,0.4196,0.625,0.4834
symfony/polyfill-intl-icu,packagist,pkg:composer/symfony/polyfill-intl-icu,symfony,organization,Symfony,https://github.com/symfony/polyfill-intl-icu,Symfony polyfill for intl's ICU-related data and classes,v1.37.0,45,2015-11-04T20:28:58.000Z,2026-04-10T16:50:15.000Z,258673078,total,80,33212,7,1,False,False,144,11,0,0.33333333333333337,False,False,False,0,0,,,MIT,1.1640471632844147,0.8327,foundation,0.3254,0.4923,0.5617
shake,hackage,pkg:hackage/shake,,,,,"Shake is a Haskell library for writing build systems - designed as a
replacement for make. See Development.Shake for an introduction,
including an example. The homepage contains links to a user
manual, an academic paper and further information:
https://shakebuild.com

To use Shake the user writes a Haskell program
that imports Development.Shake, defines some build rules, and calls
the Development.Shake.shakeArgs function. Thanks to do notation and infix
operators, a simple Shake build system
is not too dissimilar from a simple Makefile. However, as build systems
get more complex, Shake is able to take advantage of the excellent
abstraction facilities offered by Haskell and easily support much larger
projects. The Shake library provides all the standard features available in other
build systems, including automatic parallelism and minimal rebuilds.
Shake also provides more accurate dependency tracking, including seamless
support for generated files, and dependencies on system information
(e.g. compiler version).",0.19.9,109,2011-12-11T11:27:19.000Z,2026-01-19T17:03:27.000Z,154517,total,26,267,,,False,False,,,0,,False,False,False,0,0,,,BSD-3-Clause,1.1641706696807008,0.8327,sole_maintainer,0.3486,0.3847,0.5424
Glob,hackage,pkg:hackage/Glob,,,,,A library for globbing: matching patterns against file paths.,0.10.2,33,2008-10-17T19:47:03.000Z,2021-11-10T11:14:16.000Z,106364,total,31,378,,,False,False,,,0,,False,False,False,0,0,,,BSD-3-Clause,1.165583498163323,0.8326,sole_maintainer,0.125,0.4,0.7285
consolidation/config,packagist,pkg:composer/consolidation/config,consolidation,organization,Consolidation,https://github.com/consolidation/config,Provide configuration services for a commandline tool.,3.2.1,31,2017-06-28T18:24:02.000Z,2026-03-28T23:38:17.000Z,62899251,total,13,3884,15,9,False,False,307,9,1,0.11224489795918369,False,False,True,1,0,,,MIT,1.165513987390202,0.8326,foundation,0.4339,0.4774,0.4713
why-is-node-running,npm,pkg:npm/why-is-node-running,mafintosh,,,https://github.com/mafintosh/why-is-node-running,Node is running but you don't know why? why-is-node-running is here to help you.,3.2.2,24,2016-02-09T15:29:46.299Z,2025-01-08T15:02:27.953Z,202080326,last-month,226,13882,52,13,False,False,51,16,0,0.5625,False,False,False,0,0,,,MIT,1.1649591532608312,0.8326,sole_maintainer,0.2784,0.4463,0.6008
org.springframework.boot:spring-boot-starter-data-mongodb-reactive,maven,pkg:maven/org.springframework.boot/spring-boot-starter-data-mongodb-reactive,spring-projects,organization,Spring,https://github.com/spring-projects/spring-boot,Starter for using MongoDB document-oriented database and Spring Data MongoDB Reactive,4.0.6,221,2018-03-01T06:03:43.000Z,2026-04-23T15:18:44.000Z,,,105,7109,41594,554,False,False,207662,1434,11,0.8287955699123212,False,False,True,1,0,,,"Apache License, Version 2.0",1.167307846437445,0.8324,commercial,0.7855,0.7457,0.1785
css_parser,rubygems,pkg:gem/css_parser,premailer,organization,premailer,https://github.com/premailer/css_parser,A set of classes for parsing CSS in Ruby.,2.2.0,64,2009-07-25T18:28:07.000Z,2026-05-07T18:43:57.275Z,170248439,total,93,8621,112,24,False,False,682,69,0,0.781578947368421,False,False,False,0,1,5.8,,MIT,1.168214746341663,0.8323,foundation,0.4436,0.6829,0.4631
org.jetbrains.kotlin:kotlin-reflect,maven,pkg:maven/org.jetbrains.kotlin/kotlin-reflect,JetBrains,organization,JetBrains,https://github.com/JetBrains/kotlin,Kotlin Full Reflection Library,2.3.21,238,2018-09-04T12:48:15.000Z,2026-04-22T09:31:42.000Z,,,5648,30834,6072,193,False,False,4597867,1078,7,0.9575141049752094,True,True,False,2,0,,,Apache-2.0,1.1683898373006332,0.8323,foundation,0.9008,0.7931,0.0826
fast-diff,npm,pkg:npm/fast-diff,jhchen,user,Jason Chen,https://github.com/jhchen/fast-diff,Fast Javascript text diff,1.3.0,7,2014-10-03T07:56:14.459Z,2023-05-19T08:34:57.408Z,148024371,last-month,721,731517,45,1,False,False,75,3,0,0.2857142857142857,False,False,False,0,0,,,Apache-2.0,1.1686120946553482,0.8323,sole_maintainer,0.0722,0.4897,0.7722
ansi-escapes,npm,pkg:npm/ansi-escapes,sindresorhus,user,Sindre Sorhus,https://github.com/sindresorhus/ansi-escapes,ANSI escape codes for manipulating the terminal,7.3.0,28,2015-08-14T15:26:46.205Z,2026-02-04T16:21:10.230Z,436434333,last-month,2806,825237,54,7,False,False,112,16,0,0.25373134328358204,True,False,False,1,0,,,MIT,1.1680785078428166,0.8323,sole_maintainer,0.374,0.4903,0.521
github.com/franela/goreq,go,pkg:golang/github.com/franela/goreq,franela,organization,franela,https://github.com/franela/goreq,,v0.0.0-20171204163338-bcd34c9993f8,1,2017-12-04T16:33:38.000Z,2017-12-04T16:33:38.000Z,,,254,20757,115,25,True,False,233,,0,,False,False,False,0,0,,,MIT,1.1688626827968251,0.8322,bernies,0.05,0.4423,0.7906
github.com/containerd/ttrpc,go,pkg:golang/github.com/containerd/ttrpc,containerd,organization,containerd,https://github.com/containerd/ttrpc,"package ttrpc defines and implements a low level simple transfer protocol
optimized for low latency and reliable connections between processes on the same
host. The protocol uses simple framing for sending requests, responses, and data
using multiple streams.",v1.2.8,15,2019-08-28T17:29:38.000Z,2026-03-05T00:05:28.000Z,,,1829,20171,84,26,False,False,433,36,2,0.7831325301204819,False,False,False,0,0,,,Apache-2.0,1.169598068262941,0.8322,foundation,0.5961,0.4404,0.3361
array,hackage,pkg:hackage/array,,,,,,0.5.8.0,18,2007-11-03T15:32:13.000Z,2024-09-08T07:13:10.000Z,44072,total,323,4071,,,False,False,,,0,,False,False,False,0,0,,,BSD-3-Clause,1.1698219836111896,0.8322,sole_maintainer,0.2348,0.4,0.6368
six,pypi,pkg:pypi/six,benjaminp,user,Benjamin Peterson,https://github.com/benjaminp/six,Python 2 and 3 compatibility utilities,1.17.0,29,2010-06-29T19:56:36.000Z,2024-12-04T17:35:26.000Z,1064700549,last-month,6588,591238,274,110,False,False,1739,67,0,0.30371900826446285,False,False,False,0,0,,,MIT,1.16891382539109,0.8322,sole_maintainer,0.2057,0.72,0.661
rollbar,rubygems,pkg:gem/rollbar,rollbar,organization,Rollbar,https://github.com/rollbar/rollbar-gem,"Track and debug errors in your Ruby applications with ease using Rollbar. With this gem, you can easily monitor and report on exceptions and other errors in your code, helping you identify and fix issues more quickly. Rollbar's intuitive interface and advanced error tracking features make it the perfect tool for ensuring the stability and reliability of your Ruby applications.",3.8.0,188,2013-02-22T05:50:41.694Z,2026-05-06T20:14:45.157Z,73527851,total,55,1940,285,43,False,False,3239,176,0,0.8377693282636248,False,False,False,0,0,,,MIT,1.1707236389722089,0.8321,foundation,0.4574,0.7026,0.4515
domhandler,npm,pkg:npm/domhandler,fb55,,,https://github.com/fb55/domhandler,Handler for htmlparser2 that turns pages into a dom,6.0.1,35,2012-08-14T14:57:14.272Z,2026-03-17T16:24:50.639Z,343857093,last-month,732,2836242,67,7,False,False,4193,22,1,0.34135667396061264,False,False,False,0,0,,,BSD-2-Clause,1.1702092512420401,0.8321,sole_maintainer,0.4052,0.7157,0.4949
uri-js,npm,pkg:npm/uri-js,garycourt,user,Gary Court,https://github.com/garycourt/uri-js,"An RFC 3986/3987 compliant, scheme extendable URI/IRI parsing/validating/resolving library for JavaScript.",4.4.1,14,2012-03-13T19:38:35.437Z,2021-01-10T00:43:12.666Z,498062552,last-month,1923,4745435,68,28,False,False,3963,13,0,0.33333333333333337,False,False,False,0,1,6.5,0.00217,BSD-2-Clause,1.1699127964974922,0.8321,sole_maintainer,0.0833,0.722,0.7628
org.mockito:mockito-core,maven,pkg:maven/org.mockito/mockito-core,mockito,organization,mockito,https://github.com/mockito/mockito,Mockito mock objects library core API and implementation,5.21.0,347,2008-04-29T01:18:18.000Z,2025-12-09T19:14:52.000Z,,,25205,145258,2643,474,False,False,49553,353,1,0.520646635037779,True,False,True,2,0,,,MIT,1.169952712991905,0.8321,foundation,0.5944,0.8622,0.3375
github.com/mattn/go-shellwords,go,pkg:golang/github.com/mattn/go-shellwords,mattn,user,mattn,https://github.com/mattn/go-shellwords,,v1.0.13,14,2015-03-21T17:42:21.000Z,2026-04-13T16:27:09.000Z,,,2208,20760,80,7,False,False,72,14,0,0.2696629213483146,False,False,False,0,0,,,MIT,1.1725563001314225,0.8319,sole_maintainer,0.3101,0.4829,0.5739
aws-sdk-rekognition,rubygems,pkg:gem/aws-sdk-rekognition,aws,organization,Amazon Web Services,https://github.com/aws/aws-sdk-ruby,Official AWS Ruby gem for Amazon Rekognition. This gem is part of the AWS SDK for Ruby.,1.130.0,147,2016-12-10T05:44:27.463Z,2026-05-13T20:34:14.129Z,95940380,total,3,1354,1224,23,False,False,571555,250,0,0.5592684268426842,False,True,True,2,0,,,Apache-2.0,1.1718387023635628,0.8319,commercial,0.5561,0.8091,0.3693
@aws-sdk/credential-provider-process,npm,pkg:npm/%40aws-sdk/credential-provider-process,aws,organization,Amazon Web Services,https://github.com/aws/aws-sdk-js-v3,AWS credential provider that sources credential_process from ~/.aws/credentials and ~/.aws/config,3.972.35,310,2019-07-12T19:00:23.297Z,2026-05-14T01:20:08.304Z,233602378,last-month,7,71314,567,198,False,False,1338998,154,4,0.4107166600186145,False,True,True,2,0,,,Apache-2.0,1.1733445627162036,0.8318,commercial,0.769,0.7598,0.1921
log-symbols,npm,pkg:npm/log-symbols,sindresorhus,user,Sindre Sorhus,https://github.com/sindresorhus/log-symbols,Colored symbols for various log levels. Example: `✔︎ Success`,7.0.1,14,2014-07-10T00:55:11.397Z,2025-05-21T13:47:39.089Z,338972586,last-month,5704,1543198,34,0,False,False,52,11,0,0.3414634146341463,True,False,False,1,0,,,MIT,1.174535664218182,0.8317,sole_maintainer,0.3368,0.4875,0.5516
readdirp,npm,pkg:npm/readdirp,paulmillr,,,https://github.com/paulmillr/readdirp,Recursive version of fs.readdir with small RAM & CPU footprint,5.0.0,47,2012-07-18T11:44:11.200Z,2025-11-25T23:11:27.476Z,651781661,last-month,1914,4905460,59,2,False,False,472,36,0,0.5487179487179488,False,False,False,0,0,,,MIT,1.174156679680225,0.8317,sole_maintainer,0.3482,0.6334,0.5421
org.apache.commons:commons-io,maven,pkg:maven/org.apache.commons/commons-io,,,,,,1.3.2,1,2012-10-09T19:28:51.000Z,2012-10-09T19:28:51.000Z,,,1131,24775,,,False,False,,,0,,False,False,False,0,1,0.0,0.00357,,1.1740268761187251,0.8317,sole_maintainer,0.125,0.3625,0.7277
sqlalchemy-jsonfield,pypi,pkg:pypi/sqlalchemy-jsonfield,penguinolog,user,Alexey Stepanov,https://github.com/penguinolog/sqlalchemy_jsonfield,SQLALchemy JSONField implementation for storing dicts at SQL,1.0.3,17,2017-02-20T11:53:12.000Z,2026-05-11T19:54:10.000Z,6827566,last-month,6,172,2,4,False,False,162,6,0,0.13580246913580252,False,True,False,1,0,,,Apache-2.0,1.1766224343631646,0.8315,sole_maintainer,0.3664,0.4595,0.5268
